,Sectors Sector,Category Full,Category Label,Source Label,Año,Consumed,Source MMBtu,tCO2e
406,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2015,1595541286.11,5039973.27,0.0
407,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2016,1458368718.22,4606674.5,0.0
408,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2017,1401500853.17,4427041.09,0.0
409,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2018,1588653489.4,5018216.19,0.0
410,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2019,1436706192.14,4538247.22,0.0
411,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2020,1180932055.0,3730311.49,0.0
412,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2021,1246804643.31,3938388.89,0.0
413,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2022,1295359712.07,4091763.95,0.0
414,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2005,146645995.87,20439518.9,1517199.47
415,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2006,123651982.44,17234613.31,1279303.41
416,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2007,142240147.96,19825431.82,1471616.57
417,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2008,131107009.25,18273694.95,1356433.12
418,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2009,146483621.5,20416887.16,1515519.55
419,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2010,141176974.44,19677246.7,1460616.98
420,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2011,138166876.57,19257699.26,1429474.5
421,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2012,125207366.44,17451402.73,1295395.41
422,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2013,160324833.76,22346075.33,1658720.73
423,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2014,122982866.62,17141351.95,1272380.74
424,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2015,160363033.9,22351399.66,1659115.95
425,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2016,122583830.04,17085734.23,1268252.31
426,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2017,105767349.32,14741853.15,1094269.0
427,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2018,134471590.33,18742650.26,1391243.07
428,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2019,136255620.5,18991308.38,1409700.65
429,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2020,97015873.57,13522072.46,1003726.23
430,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2021,94453737.87,13164961.98,977218.37
431,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,2022,105948850.49,14767150.78,1096146.81
432,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2005,77860780.31,11481350.66,856170.38
433,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2006,65022633.96,9588237.6,714999.94
434,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2007,75099917.57,11074233.85,825811.46
435,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2008,64175239.61,9463280.83,705681.84
436,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2009,77040974.01,11360462.03,847155.65
437,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2010,76167717.24,11231691.58,837553.17
438,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2011,73887257.69,10895415.02,812476.85
439,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2012,73319446.2,10811685.54,806233.09
440,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2013,87782041.07,12944339.78,965266.25
441,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2014,53636327.46,7909212.85,589794.17
442,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2015,94126768.83,13879933.33,1035033.95
443,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2016,68898336.48,10159748.7,757617.82
444,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2017,73860750.68,10891506.3,812185.37
445,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2018,65745104.32,9694773.08,722944.34
446,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2019,57086798.88,8418019.36,627736.15
447,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2020,37052732.59,5463795.95,407438.15
448,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2021,43837331.57,6464252.91,482042.75
449,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,2022,40549909.74,5979489.69,445893.7
450,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2005,193846082.8,29367681.54,2191711.04
451,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2006,163766139.67,24810570.16,1851613.67
452,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2007,203141455.35,30775930.48,2296808.71
453,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2008,177479668.92,26888169.84,2006665.0
454,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2009,202597911.87,30693583.65,2290663.16
455,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2010,192084422.87,29100790.06,2171792.92
456,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2011,180323582.12,27319022.69,2038819.57
457,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2012,140702305.15,21316399.23,1590843.58
458,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2013,104423928.76,15820225.21,1180663.93
459,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2014,27329254.41,4140382.04,308996.85
460,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2015,12693209.12,1923021.18,143515.13
461,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2016,1699774.58,257515.85,19218.42
462,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2017,939792.25,142378.53,10625.71
463,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2018,4255989.21,644782.37,48120.13
464,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2019,0.0,0.0,0.0
465,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2020,0.0,0.0,0.0
466,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2021,0.0,0.0,0.0
467,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,2022,0.0,0.0,0.0
468,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2005,719495.07,93016.32,4.73
469,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2006,1490342.87,192671.53,9.79
470,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2007,1745069.88,225602.63,11.47
471,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2008,1421342.93,183751.21,9.34
472,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2009,2148484.42,277756.07,14.12
473,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2010,1433903.4,185375.03,9.42
474,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2011,2338460.09,302316.12,15.36
475,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2012,7018076.62,907296.95,46.11
476,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2013,10050483.63,1299326.52,66.03
477,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2014,6760601.49,874010.56,44.42
478,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2015,8794187.26,1136912.53,57.78
479,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2016,7388132.72,955137.8,48.54
480,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2017,11668446.98,1508496.83,76.66
481,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2018,14552092.1,1881294.47,95.61
482,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2019,16147022.79,2087487.11,106.09
483,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2020,14509638.81,1875806.11,95.33
484,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2021,12062335.43,1559418.72,79.25
485,Stationary Energy,Residential (small and large residential),Residential,Biofuel,2022,12529004.93,1619749.76,82.32
486,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2005,164840051823.53,177582187.83,0.0
487,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2006,156690514277.53,168802691.03,0.0
488,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2007,172612235260.26,185955161.05,0.0
489,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2008,140712584224.4,151589666.98,0.0
490,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2009,138210347563.96,148894007.43,0.0
491,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2010,156854670084.42,168979536.08,0.0
492,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2011,163122617151.33,175731995.46,0.0
493,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2012,147155810320.07,158530954.46,0.0
494,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2013,75385413471.51,81212705.93,0.0
495,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2014,180249523909.04,194182812.11,0.0
496,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2015,177354752086.9,191064274.42,0.0
497,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2016,190288200910.23,204997478.84,0.0
498,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2017,181809058825.62,195862899.07,0.0
499,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2018,193033693881.09,207955198.42,0.0
500,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2019,188512555543.6,203084576.09,0.0
501,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2020,179289161755.73,193148213.96,0.0
502,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2021,177712778152.27,191449975.9,0.0
503,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,2022,182956559804.02,197099101.88,0.0
504,Stationary Energy,Residential (small and large residential),Residential,Electricity,2005,14168364733.94,123273274.2,7058136.66
505,Stationary Energy,Residential (small and large residential),Residential,Electricity,2006,13052549911.67,113565015.76,5484609.68
506,Stationary Energy,Residential (small and large residential),Residential,Electricity,2007,13631341906.22,118600853.39,5783158.14
507,Stationary Energy,Residential (small and large residential),Residential,Electricity,2008,14479576692.0,125981004.97,5513523.08
508,Stationary Energy,Residential (small and large residential),Residential,Electricity,2009,15017935746.0,130665051.75,5026476.06
509,Stationary Energy,Residential (small and large residential),Residential,Electricity,2010,16246085145.17,141350688.41,5550419.75
510,Stationary Energy,Residential (small and large residential),Residential,Electricity,2011,16163973377.1,140636266.76,5007826.86
511,Stationary Energy,Residential (small and large residential),Residential,Electricity,2012,15962572177.07,138883955.48,5184113.49
512,Stationary Energy,Residential (small and large residential),Residential,Electricity,2013,15658135234.5,136235171.42,4667425.49
513,Stationary Energy,Residential (small and large residential),Residential,Electricity,2014,15056362253.46,130999385.42,4915571.04
514,Stationary Energy,Residential (small and large residential),Residential,Electricity,2015,15705500653.28,136647278.98,5010081.41
515,Stationary Energy,Residential (small and large residential),Residential,Electricity,2016,15452546914.5,134446429.68,4958238.64
516,Stationary Energy,Residential (small and large residential),Residential,Electricity,2017,15430213717.66,134252117.47,4324533.42
517,Stationary Energy,Residential (small and large residential),Residential,Electricity,2018,15882302313.65,138185559.51,4908552.59
518,Stationary Energy,Residential (small and large residential),Residential,Electricity,2019,15414984037.68,134119610.12,4462329.58
519,Stationary Energy,Residential (small and large residential),Residential,Electricity,2020,14577247613.58,126830800.59,4219821.64
520,Stationary Energy,Residential (small and large residential),Residential,Electricity,2021,14622450805.55,127224095.48,4801106.85
521,Stationary Energy,Residential (small and large residential),Residential,Electricity,2022,14487223970.25,126047540.88,4681763.73
522,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2005,164840051823.53,177582187.83,8983014.67
523,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2006,156690514277.53,168802691.03,8538902.85
524,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2007,172612235260.26,185955161.05,9406562.45
525,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2008,140712584224.4,151589666.98,7668180.12
526,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2009,138210347563.96,148894007.43,7531819.88
527,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2010,156854670084.42,168979536.08,8547848.58
528,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2011,163122617151.33,175731995.46,8889422.48
529,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2012,147155810320.07,158530954.46,8019305.92
530,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2013,75385413471.51,81212705.93,4108153.74
531,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2014,180249523909.04,194182812.11,9822759.09
532,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2015,177354752086.9,191064274.42,9665007.52
533,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2016,190288200910.23,204997478.84,10369820.21
534,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2017,181809058825.62,195862899.07,9907746.48
535,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2018,193033693881.09,207955198.42,10519436.78
536,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2019,188512555543.6,203084576.09,10273055.81
537,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2020,179289161755.73,193148213.96,9770423.83
538,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2021,177712778152.27,191449975.9,9684518.27
539,Stationary Energy,Residential (small and large residential),Residential,Natural gas,2022,182956559804.02,197099101.88,9970279.93
540,Stationary Energy,Residential (small and large residential),Residential,Steam,2005,1998982583.67,6314357.94,332170.31
541,Stationary Energy,Residential (small and large residential),Residential,Steam,2006,1977435937.02,6246296.7,263337.42
542,Stationary Energy,Residential (small and large residential),Residential,Steam,2007,1956570687.99,6180387.84,270323.7
543,Stationary Energy,Residential (small and large residential),Residential,Steam,2008,2815676055.57,8894117.74,372752.59
544,Stationary Energy,Residential (small and large residential),Residential,Steam,2009,2699100715.2,8525881.2,385530.54
545,Stationary Energy,Residential (small and large residential),Residential,Steam,2010,2684576093.92,8480001.03,329450.67
546,Stationary Energy,Residential (small and large residential),Residential,Steam,2011,2630897883.47,8310443.06,323143.06
547,Stationary Energy,Residential (small and large residential),Residential,Steam,2012,2487032107.53,7856001.88,255842.12
548,Stationary Energy,Residential (small and large residential),Residential,Steam,2013,2914003579.0,9204713.33,306006.48
549,Stationary Energy,Residential (small and large residential),Residential,Steam,2014,2914003579.0,9204713.33,322741.27
550,Stationary Energy,Residential (small and large residential),Residential,Steam,2015,2671762179.88,8439524.62,286270.18
551,Stationary Energy,Residential (small and large residential),Residential,Steam,2016,2733212560.51,8633633.21,270730.85
552,Stationary Energy,Residential (small and large residential),Residential,Steam,2017,2713815385.9,8572361.69,250268.82
553,Stationary Energy,Residential (small and large residential),Residential,Steam,2018,2987013020.16,9435334.52,315402.06
554,Stationary Energy,Residential (small and large residential),Residential,Steam,2019,2800861783.12,8847322.62,285361.97
555,Stationary Energy,Residential (small and large residential),Residential,Steam,2020,2405299009.16,7597824.52,245060.6
556,Stationary Energy,Residential (small and large residential),Residential,Steam,2021,2259731654.32,7138008.42,190067.35
557,Stationary Energy,Residential (small and large residential),Residential,Steam,2022,2269367374.32,7168445.59,215187.49
558,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2005,14168364733.94,123273274.2,0.0
559,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2006,13052549911.67,113565015.76,0.0
560,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2007,13631341906.22,118600853.39,0.0
561,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2008,14479576692.0,125981004.97,0.0
562,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2009,15017935746.0,130665051.75,0.0
563,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2010,16246085145.17,141350688.41,0.0
564,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2011,16163973377.1,140636266.76,0.0
565,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2012,15962572177.07,138883955.48,0.0
566,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2013,15658135234.5,136235171.42,0.0
567,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2014,15056362253.46,130999385.42,0.0
568,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2015,15705500653.28,136647278.98,0.0
569,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2016,15452546914.5,134446429.68,0.0
570,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2017,15430213717.66,134252117.47,0.0
571,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2018,15882302313.65,138185559.51,0.0
572,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2019,15414984037.68,134119610.12,0.0
573,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2020,14577247613.58,126830800.59,0.0
574,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2021,14622450805.55,127224095.48,0.0
575,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,2022,14487223970.25,126047540.88,0.0
576,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2005,164840051823.53,177582187.83,0.0
577,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2006,156690514277.53,168802691.03,0.0
578,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2007,172612235260.26,185955161.05,0.0
579,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2008,140712584224.4,151589666.98,0.0
580,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2009,138210347563.96,148894007.43,0.0
581,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2010,156854670084.42,168979536.08,0.0
582,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2011,163122617151.33,175731995.46,0.0
583,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2012,147155810320.07,158530954.46,0.0
584,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2013,75385413471.51,81212705.93,0.0
585,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2014,180249523909.04,194182812.11,0.0
586,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2015,177354752086.9,191064274.42,0.0
587,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2016,190288200910.23,204997478.84,0.0
588,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2017,181809058825.62,195862899.07,0.0
589,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2018,193033693881.09,207955198.42,0.0
590,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2019,188512555543.6,203084576.09,0.0
591,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2020,179289161755.73,193148213.96,0.0
592,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2021,177712778152.27,191449975.9,0.0
593,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,2022,182956559804.02,197099101.88,0.0
594,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2005,1998982583.67,6314357.94,0.0
595,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2006,1977435937.02,6246296.7,0.0
596,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2007,1956570687.99,6180387.84,0.0
597,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2008,2815676055.57,8894117.74,0.0
598,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2009,2699100715.2,8525881.2,0.0
599,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2010,2684576093.92,8480001.03,0.0
600,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2011,2630897883.47,8310443.06,0.0
601,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2012,2487032107.53,7856001.88,0.0
602,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2013,2914003579.0,9204713.33,0.0
603,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2014,2914003579.0,9204713.33,0.0
604,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2015,2671762179.88,8439524.62,0.0
605,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2016,2733212560.51,8633633.21,0.0
606,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2017,2713815385.9,8572361.69,0.0
607,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2018,2987013020.16,9435334.52,0.0
608,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2019,2800861783.12,8847322.62,0.0
609,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2020,2405299009.16,7597824.52,0.0
610,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2021,2259731654.32,7138008.42,0.0
611,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,2022,2269367374.32,7168445.59,0.0
612,Total,Total,Total,Total,2005,857130216849.63,2044479019.64,64741802.58
613,Total,Total,Total,Total,2006,829023375056.69,1987299325.91,58209592.38
614,Total,Total,Total,Total,2007,893515664829.79,2100514892.85,61509256.3
615,Total,Total,Total,Total,2008,901453485400.88,2079480962.13,57733599.4
616,Total,Total,Total,Total,2009,895368748048.84,2061578373.29,55356354.63
617,Total,Total,Total,Total,2010,948148516073.22,2151858853.74,57545078.83
618,Total,Total,Total,Total,2011,978679860332.43,2168454311.74,55699416.44
619,Total,Total,Total,Total,2012,898252680682.63,2048334673.2,53289811.35
620,Total,Total,Total,Total,2013,999733331986.09,2162900481.72,54178597.22
621,Total,Total,Total,Total,2014,1076074702138.56,2207191886.73,54731815.46
622,Total,Total,Total,Total,2015,1062744533054.77,2223293332.79,55628396.97
623,Total,Total,Total,Total,2016,1091427394203.72,2482083382.11,55140678.43
624,Total,Total,Total,Total,2017,1101624174566.63,2491997841.07,52995005.33
625,Total,Total,Total,Total,2018,1147467887814.17,2569801266.09,56745503.54
626,Total,Total,Total,Total,2019,1159896775670.42,2318965480.86,55611065.39
627,Total,Total,Total,Total,2020,1068048214599.7,2052175741.97,47824656.57
628,Total,Total,Total,Total,2021,1070674517779.72,2101138484.83,51990422.52
629,Total,Total,Total,Total,2022,1110353725892.66,2170098647.26,53705089.2
630,Transportation,Aviation,Aviation,Jet fuel,2005,246497.04,29875.44,2067.99
631,Transportation,Aviation,Aviation,Jet fuel,2006,254180.49,30806.67,2132.45
632,Transportation,Aviation,Aviation,Jet fuel,2007,247583.58,30007.13,2077.1
633,Transportation,Aviation,Aviation,Jet fuel,2008,228389.37,27680.79,1916.07
634,Transportation,Aviation,Aviation,Jet fuel,2009,214669.87,26017.99,1800.97
635,Transportation,Aviation,Aviation,Jet fuel,2010,226287.36,27426.03,1898.44
636,Transportation,Aviation,Aviation,Jet fuel,2011,186530.26,22607.47,1564.9
637,Transportation,Aviation,Aviation,Jet fuel,2012,158166.91,19169.83,1326.94
638,Transportation,Aviation,Aviation,Jet fuel,2013,210480.7,25510.26,1765.83
639,Transportation,Aviation,Aviation,Jet fuel,2014,236753.3,28694.5,1986.24
640,Transportation,Aviation,Aviation,Jet fuel,2015,268598.0,32554.08,2253.4
641,Transportation,Aviation,Aviation,Jet fuel,2016,257397.1,31196.53,2159.43
642,Transportation,Aviation,Aviation,Jet fuel,2017,254139.0,30801.65,2132.1
643,Transportation,Aviation,Aviation,Jet fuel,2018,226536.6,27456.24,1900.53
644,Transportation,Aviation,Aviation,Jet fuel,2019,200710.6,20293.33,1683.86
645,Transportation,Aviation,Aviation,Jet fuel,2020,190426.9,20293.33,1597.59
646,Transportation,Aviation,Aviation,Jet fuel,2021,167436.7,20293.33,1404.71
647,Transportation,Aviation,Aviation,Jet fuel,2022,169512.5,20544.92,1422.13
648,Transportation,Marine Navigation,Marine Navigation,Biofuel,2005,0.0,0.0,0.0
649,Transportation,Marine Navigation,Marine Navigation,Biofuel,2006,0.0,0.0,0.0
650,Transportation,Marine Navigation,Marine Navigation,Biofuel,2007,0.0,0.0,0.0
651,Transportation,Marine Navigation,Marine Navigation,Biofuel,2008,0.0,0.0,0.0
652,Transportation,Marine Navigation,Marine Navigation,Biofuel,2009,0.0,0.0,0.0
653,Transportation,Marine Navigation,Marine Navigation,Biofuel,2010,0.0,0.0,0.0
654,Transportation,Marine Navigation,Marine Navigation,Biofuel,2011,0.0,0.0,0.0
655,Transportation,Marine Navigation,Marine Navigation,Biofuel,2012,0.0,0.0,0.0
656,Transportation,Marine Navigation,Marine Navigation,Biofuel,2013,35.0,4.52,0.0
657,Transportation,Marine Navigation,Marine Navigation,Biofuel,2014,22.5,2.91,0.0
658,Transportation,Marine Navigation,Marine Navigation,Biofuel,2015,55.0,7.11,0.0
659,Transportation,Marine Navigation,Marine Navigation,Biofuel,2016,25.0,3.23,0.0
660,Transportation,Marine Navigation,Marine Navigation,Biofuel,2017,821.25,106.17,0.01
661,Transportation,Marine Navigation,Marine Navigation,Biofuel,2018,0.0,0.0,0.0
662,Transportation,Marine Navigation,Marine Navigation,Biofuel,2019,0.0,0.01,0.0
663,Transportation,Marine Navigation,Marine Navigation,Biofuel,2020,300.1,0.01,0.0
664,Transportation,Marine Navigation,Marine Navigation,Biofuel,2021,0.05,0.01,0.0
665,Transportation,Marine Navigation,Marine Navigation,Biofuel,2022,0.0,0.0,0.0
666,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2005,4820479.61,671878.45,49897.65
667,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2006,4584689.5,639014.02,47456.95
668,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2007,3135128.85,436974.26,32452.28
669,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2008,4333150.72,603954.55,44853.22
670,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2009,4353756.39,606826.57,45066.52
671,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2010,4979305.3,694015.57,51541.69
672,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2011,5195635.79,724167.72,53780.96
673,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2012,3053309.6,425570.29,31605.36
674,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2013,8636341.0,1203733.21,89396.32
675,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2014,5091416.5,709641.63,52702.17
676,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2015,5377481.0,749513.3,55663.27
677,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2016,8307993.0,1157968.06,85997.53
678,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2017,5897877.05,822046.1,61049.99
679,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2018,9831136.38,1370263.79,101763.86
680,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2019,9558681.0,1247176.97,98943.63
681,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2020,7946576.2,1247176.97,82256.44
682,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2021,8948033.95,1247176.97,92622.71
683,Transportation,Marine Navigation,Marine Navigation,Marine diesel,2022,8988192.0,1252774.2,93038.39
