Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,SARATOGA CASINO STATION 1,342 Jefferson Street,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.062261,-73.776128,2024-04-21,190790,2024-04-21 01:18:23 UTC,,,,2021-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SARATOGA CASINO STATION 5,342 Jefferson St,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.062104,-73.776278,2024-04-21,190791,2024-04-21 01:18:24 UTC,,,,2021-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SARATOGA CASINO STATION 2,342 Jefferson Street,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.062267,-73.776065,2024-04-21,190792,2024-04-21 01:18:24 UTC,,,,2021-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SARATOGA CASINO STATION 3,342 Jefferson Street,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.062282,-73.77601,2024-04-21,190793,2024-04-21 01:18:24 UTC,,,,2021-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SARATOGA CASINO STATION 4,342 Jefferson Street,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.062278,-73.775976,2024-04-21,190794,2024-04-21 01:18:24 UTC,,,,2021-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LIVEWELL GROUP 2490 POND VIEW,2581-2575 Pond View,,Castleton-on-Hudson,NY,12033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.583511,-73.671522,2024-04-21,190838,2024-04-21 01:49:25 UTC,,,,2021-06-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LIVEWELL GROUP STATION 3,2500 Pond View,,Castleton-on-Hudson,NY,12033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.584536,-73.671005,2024-04-21,190872,2024-04-21 01:49:36 UTC,,,,2021-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LIVEWELL GROUP STATION 4,2500 Pond View,,Castleton-on-Hudson,NY,12033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.584201,-73.671125,2024-04-21,190873,2024-04-21 01:49:36 UTC,,,,2021-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TAYLOR HOUSE LOT,384 Main St,,Aurora,NY,13026,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.754487,-76.702051,2024-04-21,190893,2024-04-21 01:48:15 UTC,,,,2021-06-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,400 Jefferson,400 Jefferson Rd,,Rochester,NY,14623,,518-691-3119,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,10,,,LIVINGSTON,https://www.solution.energy,GPS,43.089637,-77.64194,2024-01-09,191103,2024-01-31 22:07:01 UTC,P,,,2021-10-27,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,$0.25 per kWh,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Buckman Plaza,2590 W Ridge Rd,,Rochester,NY,14626,,518-691-3119,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,6,,,LIVINGSTON,https://www.solution.energy,GPS,43.211375,-77.698376,2024-01-09,191105,2024-01-31 22:07:01 UTC,P,,,2021-05-31,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Crossgates Mall,1 Crossgates Mall Rd,,Albany,NY,12203,,518-691-3119,E,,Public - Card key at all times,24 hours daily,A D Debit M V,,,,,20,,,LIVINGSTON,https://www.solution.energy,GPS,42.691791,-73.8522,2024-01-09,191106,2024-01-31 22:07:01 UTC,P,,,2021-04-30,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,SHOPPING_MALL,,,,,,,$0.35 per kWh,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Howard Commons,2368 Lyell Ave,,Rochester,NY,14606,,518-691-3119,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,8,,,LIVINGSTON,https://www.solution.energy,GPS,43.165498,-77.690878,2024-01-09,191107,2024-01-31 22:07:01 UTC,P,,,2021-05-31,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,$0.25 per kWh,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Marriott Lake George,365 Canada St,,Lake George,NY,12845,,518-691-3119,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,43.427358,-73.712852,2024-01-09,191108,2024-01-31 22:07:01 UTC,P,,,2021-04-30,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,$0.25 per kWh,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Oak Mountain,141 Novosel Way,,Speculator,NY,12164,,518-691-3119,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,43.513146,-74.360689,2024-01-09,191109,2024-01-31 22:07:01 UTC,P,,,2021-10-28,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OTHER_ENTERTAINMENT,,,,,,,$0.25 per kWh,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Poughkeepsie ShopRite,3480 North Rd,,Poughkeepsie,NY,12601,,518-691-3119,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,12,,,LIVINGSTON,https://www.solution.energy,GPS,41.730515,-73.931932,2024-01-09,191110,2024-01-31 22:07:01 UTC,P,,,2021-10-28,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,$0.25 per kWh,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Rexford Crossing,675 Grooms Rd,,Clifton Park,NY,12065,,518-691-3119,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.836483,-73.823311,2024-01-09,191111,2024-01-31 22:07:01 UTC,P,,,2021-10-27,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,$0.25 per Kwh,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Rosegate Apartments,11 Maxwell Dr,,Clifton Park,NY,12065,,518-691-3119,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,200-8,42.863588,-73.784986,2024-01-09,191112,2024-01-31 22:07:01 UTC,P,,,2021-11-08,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Sake,611 Troy Schenectady Rd,,Latham,NY,12110,,518-691-3119,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.754786,-73.77133,2024-01-09,191113,2024-01-31 22:07:01 UTC,P,,,2021-10-28,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,RESTAURANT,,,,,,,$0.25 per kWh,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Towne Plaza,4390 Buffalo Rd,,North Chili,NY,14514,,518-691-3119,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,8,,,LIVINGSTON,https://www.solution.energy,GPS,43.120322,-77.807639,2024-01-09,191114,2024-01-31 22:07:01 UTC,P,,,2020-09-25,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,$0.25 per kWh,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Four Brothers Amenia,4957 Route 22,Charger is located in the parking lot of the drive-in movie theater. 1 charger is in the back.,Amenia,NY,12501,,888-998-2546,E,,Public,24 hours daily,,,,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,41.850376,-73.557943,2024-04-21,191222,2024-04-21 00:07:35 UTC,,,,2021-06-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 2,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875115,-78.847547,2024-04-21,191243,2024-04-21 01:52:37 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 11,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875107,-78.847375,2024-04-21,191244,2024-04-21 01:52:37 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 4,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875091,-78.847557,2024-04-21,191245,2024-04-21 01:52:37 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 8,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875107,-78.847482,2024-04-21,191246,2024-04-21 01:52:37 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 7,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875098,-78.847577,2024-04-21,191247,2024-04-21 01:52:37 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 3,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875076,-78.847665,2024-04-21,191248,2024-04-21 01:52:37 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 5,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875107,-78.847622,2024-04-21,191249,2024-04-21 01:52:38 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 6,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875076,-78.847686,2024-04-21,191250,2024-04-21 01:52:38 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 9,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875123,-78.847439,2024-04-21,191251,2024-04-21 01:52:38 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 10,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875115,-78.847343,2024-04-21,191252,2024-04-21 01:52:38 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 14,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875099,-78.847289,2024-04-21,191253,2024-04-21 01:52:38 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 15,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875107,-78.847289,2024-04-21,191254,2024-04-21 01:52:38 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 1,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875099,-78.847525,2024-04-21,191255,2024-04-21 01:52:38 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Montauk Manor,236 Edgemere Street,,Montauk,NY,11954,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.0483786,-71.9493869,2024-04-21,191333,2024-04-21 00:25:22 UTC,,,,2014-08-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$4.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,BUFFALO STATE EV STATION 1,1300 Elmwood Ave.,,Buffalo,NY,14222,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.933556,-78.884528,2024-04-21,191382,2024-04-21 01:51:37 UTC,,,,2021-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BUFFALO STATE EV STATION 3,Moore Pl,,Buffalo,NY,14222,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.935779,-78.88293,2024-04-21,191383,2024-04-21 01:51:38 UTC,,,,2021-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BUFFALO STATE EV STATION 2,1300 Elmwood Ave,,Buffalo,NY,14222,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.934604,-78.880475,2024-04-21,191384,2024-04-21 01:51:39 UTC,,,,2021-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,COLLEGIAN HOTEL COLLEGIAN 1:3,1030 E Genesee St,,Syracuse,NY,13210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.046204,-76.13521,2024-04-21,191387,2024-04-21 01:51:50 UTC,,,,2021-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,COLLEGIAN HOTEL COLLEGIAN 3:3,1060 E Genesee St,,Syracuse,NY,13210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.046318,-76.135216,2024-04-21,191388,2024-04-21 01:51:50 UTC,,,,2021-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,COLLEGIAN HOTEL COLLEGIAN 2:3,1030 E Genesee St,,Syracuse,NY,13210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.04627,-76.1352,2024-04-21,191389,2024-04-21 01:51:50 UTC,,,,2021-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KMA PARKING LOT KMA PARKING LOT,134 Jay St,,Katonah,NY,10536,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.262887,-73.67279,2024-04-21,191399,2024-04-21 01:52:30 UTC,,,,2021-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PEAK POINT APT PEAK POINT EV3,1427 Saratoga Rd,,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.97851,-73.86152,2024-04-21,191435,2024-04-21 01:50:59 UTC,,,,2021-06-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PEAK POINT APT PEAK POINT EV2,1427 Saratoga Rd,,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.978535,-73.86158,2024-04-21,191436,2024-04-21 01:50:59 UTC,,,,2021-06-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PEAK POINT APT PEAK POINT EV1,1427 Saratoga Rd,,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.978574,-73.861651,2024-04-21,191437,2024-04-21 01:50:59 UTC,,,,2021-06-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 12,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875115,-78.847525,2024-04-21,191448,2024-04-21 01:52:36 UTC,,,,2021-06-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,799 SENECA STATION 13,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875107,-78.847268,2024-04-21,191449,2024-04-21 01:52:37 UTC,,,,2021-06-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Hunters Point South Crossing,1-55 Borden Avenue,Enter via. Borden Ave.||,Long Island City,NY,11101,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.742397,-73.959225,2024-04-21,191469,2024-04-21 00:28:43 UTC,,,,2021-06-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,GAULT TOYOTA STATION 2,2 Hayes Ave,,Endicott,NY,13760,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.107258,-76.03795,2024-04-21,191497,2024-04-21 01:52:55 UTC,,,,2021-06-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,5935 Broadway,5935 Broadway,,Bronx,NY,10463,,888-356-8911,E,,Public,24 hours daily,,,,,,4,,,FLO,https://flo.ca/,GPS,40.888461,-73.899119,2024-04-21,191505,2024-04-21 04:06:18 UTC,,,,2021-06-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,3474 Putnam Place,3474 Putnam Place,,Bronx,NY,10467,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.879413,-73.875485,2024-04-21,191506,2024-04-21 04:05:20 UTC,,,,2021-06-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HEATHERWOOD PATCHOGUE,99 Waverly Ave,,Patchogue,NY,11772,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.768195,-73.02437,2024-04-21,191588,2024-04-21 01:52:31 UTC,,,,2021-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,THE MEADOWS STATION 01,100 Graham Rd,,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.484493,-76.482096,2024-04-21,191606,2024-04-21 01:35:37 UTC,,,,2021-06-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NEFJ EV 1,1575 Western Ave,,Albany,NY,12203,,888-758-4389,E,,Public,Mon 9:00am - 6:00pm; Tue 9:00am - 6:00pm; Wed 9:00am - 6:00pm; Thu 9:00am - 6:00pm; Fri 9:00am - 6:00pm; Sat 9:00am - 6:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.685013,-73.847916,2024-04-21,191761,2024-04-21 01:53:14 UTC,,,,2021-07-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NEFJ EV 2,1575 Western Ave,,Albany,NY,12203,,888-758-4389,E,,Public,Mon 9:00am - 6:00pm; Tue 9:00am - 6:00pm; Wed 9:00am - 6:00pm; Thu 9:00am - 6:00pm; Fri 9:00am - 6:00pm; Sat 9:00am - 6:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.685026,-73.847941,2024-04-21,191762,2024-04-21 01:53:14 UTC,,,,2021-07-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
